-- 사용자

INSERT INTO member VALUES (member_seq.nextval,'a1@naver.com', 'TestName1', 'TestNick1', '1234',19961023,'01012341234','male','1,7,2','n','12345','서울 강남구','서울 강남구 논현동 200-7','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a2@naver.com', 'TestName2', 'TestNick2', '1234',19970617,'01012341235','male','1,8','n','12345','서울 강남구','서울 강남구 논현동 200-8','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a3@naver.com', 'TestName3', 'TestNick3', '1234',19971227,'01012341236','male','1,9','n','12345','서울 강남구','서울 강남구 논현동 200-9','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a4@naver.com', 'TestName4', 'TestNick4', '1234',19900101,'01012341237','male','1,10','n','12345','서울 강남구','서울 강남구 논현동 200-10','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a5@naver.com', 'TestName5', 'TestNick5', '1234',19900102,'01012341238','male','2,1','n','12345','서울 강남구','서울 강남구 논현동 200-11','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a6@naver.com', 'TestName6', 'TestNick6', '1234',19900103,'01012341239','male','2,2','n','12345','서울 강남구','서울 강남구 논현동 200-12','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a7@naver.com', 'TestName7', 'TestNick7', '1234',19900101,'01012341240','male','2,3','n','12345','서울 강남구','서울 강남구 논현동 200-13','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a8@naver.com', 'TestName8', 'TestNick8', '1234',19910202,'01012341241','male','2,4','n','12345','서울 강남구','서울 강남구 논현동 200-14','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a9@naver.com', 'TestName9', 'TestNick9', '1234',19910203,'01012341242','male','2,5','n','12345','서울 강남구','서울 강남구 논현동 200-15','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a10@naver.com', 'TestName10', 'TestNick10', '1234',19910204,'01012341243','male','2,6','n','12345','서울 강남구','서울 강남구 논현동 200-16','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a11@naver.com', 'TestName11', 'TestNick11', '1234',19910205,'01012341244','male','2,7','n','12345','서울 강남구','서울 강남구 논현동 200-17','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a12@naver.com', 'TestName12', 'TestNick12', '1234',19910206,'01012341245','male','2,8','n','12345','서울 강남구','서울 강남구 논현동 200-18','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a13@naver.com', 'TestName13', 'TestNick13', '1234',19910207,'01012341246','male','2,9','n','12345','서울 강남구','서울 강남구 논현동 200-19','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a14@naver.com', 'TestName14', 'TestNick14', '1234',19910208,'01012341247','male','2,10','n','12345','서울 강남구','서울 강남구 논현동 200-20','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a15@naver.com', 'TestName15', 'TestNick15', '1234',19920315,'01012341248','male','3,1','n','12345','서울 강남구','서울 강남구 논현동 200-21','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a16@naver.com', 'TestName16', 'TestNick16', '1234',19920316,'01012341249','male','3,2','n','12345','서울 강남구','서울 강남구 논현동 200-22','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a17@naver.com', 'TestName17', 'TestNick17', '1234',19920317,'01012341250','male','3,3','n','12345','서울 강남구','서울 강남구 논현동 200-23','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a18@gmail.com', 'TestName18', 'TestNick18', '1234',19920318,'01012341251','male','3,4','n','12345','서울 강남구','서울 강남구 논현동 200-24','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a19@gmail.com', 'TestName19', 'TestNick19', '1234',19920319,'01012341252','male','3,5','n','12345','서울 강남구','서울 강남구 논현동 200-25','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a20@gmail.com', 'TestName20', 'TestNick20', '1234',19920320,'01012341253','female','3,6','n','12345','서울 강남구','서울 강남구 논현동 200-26','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a21@gmail.com', 'TestName21', 'TestNick21', '1234',19920321,'01012341254','female','3,7','n','12345','서울 강남구','서울 강남구 논현동 200-27','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a22@gmail.com', 'TestName22', 'TestNick22', '1234',19920322,'01012341255','female','1,2','n','12345','서울 강남구','서울 강남구 논현동 200-28','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a23@gmail.com', 'TestName23', 'TestNick23', '1234',19920315,'01012341256','female','1,3','y','12345','서울 강남구','서울 강남구 논현동 200-29','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a24@gmail.com', 'TestName24', 'TestNick24', '1234',19920316,'01012341257','female','1,4','y','12345','서울 강남구','서울 강남구 논현동 200-30','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a25@gmail.com', 'TestName25', 'TestNick25', '1234',19930418,'01012341258','female','1,5','y','12345','서울 강남구','서울 강남구 논현동 200-31','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a26@gmail.com', 'TestName26', 'TestNick26', '1234',19930419,'01012341259','female','1,6','y','12345','서울 강남구','서울 강남구 논현동 200-32','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a27@gmail.com', 'TestName27', 'TestNick27', '1234',19930420,'01012341260','female','1,7','y','12345','서울 강남구','서울 강남구 논현동 200-33','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a28@gmail.com', 'TestName28', 'TestNick28', '1234',19930421,'01012341261','female','1,8','y','12345','서울 강남구','서울 강남구 논현동 200-34','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a29@gmail.com', 'TestName29', 'TestNick29', '1234',19930422,'01012341262','female','1,9','y','12345','서울 강남구','서울 강남구 논현동 200-35','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a30@gmail.com', 'TestName30', 'TestNick30', '1234',19930423,'01012341263','female','1,10','y','12345','서울 강남구','서울 강남구 논현동 200-36','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a31@gmail.com', 'TestName31', 'TestNick31', '1234',19930424,'01012341264','female','7,8,9','y','12345','서울 강남구','서울 강남구 논현동 200-37','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a32@gmail.com', 'TestName32', 'TestNick32', '1234',19940506,'01012341265','female','7,8,10','y','12345','서울 강남구','서울 강남구 논현동 200-38','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a33@gmail.com', 'TestName33', 'TestNick33', '1234',19940507,'01012341266','female','1,2,3,4','y','12345','서울 강남구','서울 강남구 논현동 200-39','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a34@gmail.com', 'TestName34', 'TestNick34', '1234',19940508,'01012341267','female','1,2,3,5','y','12345','서울 강남구','서울 강남구 논현동 200-40','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a35@gmail.com', 'TestName35', 'TestNick35', '1234',19940509,'01012341268','female','1,2,3,6','y','12345','서울 강남구','서울 강남구 논현동 200-41','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a36@gmail.com', 'TestName36', 'TestNick36', '1234',19940510,'01012341269','female','1,2,3,7','y','12345','서울 강남구','서울 강남구 논현동 200-42','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a37@gmail.com', 'TestName37', 'TestNick37', '1234',19940511,'01012341270','female','1,2,3,8','y','12345','서울 강남구','서울 강남구 논현동 200-43','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a38@gmail.com', 'TestName38', 'TestNick38', '1234',19950905,'01012341271','female','3,5,6,7','y','12345','서울 강남구','서울 강남구 논현동 200-44','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a39@gmail.com', 'TestName39', 'TestNick39', '1234',19950906,'01012341272','female','3,5,6,8','y','12345','서울 강남구','서울 강남구 논현동 200-45','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a40@gmail.com', 'TestName40', 'TestNick40', '1234',19950907,'01012341273','female','3,5,6,9','y','12345','서울 강남구','서울 강남구 논현동 200-46','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a41@gmail.com', 'TestName41', 'TestNick41', '1234',19950908,'01012341274','female','3,5,6,10','y','12345','서울 강남구','서울 강남구 논현동 200-47','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a42@gmail.com', 'TestName42', 'TestNick42', '1234',19950909,'01012341275','female','1,2,3','y','12345','서울 강남구','서울 강남구 논현동 200-48','KH','(논현동)');
INSERT INTO member VALUES (member_seq.nextval,'a43@gmail.com', 'TestName43', 'TestNick43', '1234',19950910,'01012341276','female','1,2','y','12345','서울 강남구','서울 강남구 논현동 200-49','KH','(논현동)');

-- 카테고리
INSERT INTO category VALUES (1, '판타지');
INSERT INTO category VALUES (2, '현판');
INSERT INTO category VALUES (3, '로맨스');
INSERT INTO category VALUES (4, '로판');
INSERT INTO category VALUES (5, '무협');

-- Novel
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel1','Discription1',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel2','Discription2',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel3','Discription3',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel4','Discription4',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel5','Discription5',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel6','Discription6',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel7','Discription7',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel8','Discription8',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel9','Discription9',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel10','Discription10',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel11','Discription11',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel12','Discription12',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel13','Discription13',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel14','Discription14',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel15','Discription15',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel16','Discription16',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel17','Discription17',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel18','Discription18',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel19','Discription19',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel20','Discription20',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel21','Discription21',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel22','Discription22',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel23','Discription23',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel24','Discription24',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel25','Discription25',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel26','Discription26',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel27','Discription27',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel28','Discription28',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel29','Discription29',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel30','Discription30',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel31','Discription31',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel32','Discription32',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel33','Discription33',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel34','Discription34',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel35','Discription35',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel36','Discription36',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel37','Discription37',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel38','Discription38',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel39','Discription39',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel40','Discription40',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel41','Discription41',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel42','Discription42',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel43','Discription43',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel44','Discription44',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel45','Discription45',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel46','Discription46',1);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel47','Discription47',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel48','Discription48',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel49','Discription49',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel50','Discription50',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel51','Discription51',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel52','Discription52',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel53','Discription53',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel54','Discription54',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel55','Discription55',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel56','Discription56',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel57','Discription57',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel58','Discription58',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel59','Discription59',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel60','Discription60',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel61','Discription61',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel62','Discription62',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel63','Discription63',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel64','Discription64',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel65','Discription65',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel66','Discription66',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel67','Discription67',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel68','Discription68',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel69','Discription69',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel70','Discription70',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel71','Discription71',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel72','Discription72',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel73','Discription73',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel74','Discription74',2);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel75','Discription75',5);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel76','Discription76',5);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel77','Discription77',5);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel78','Discription78',5);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel79','Discription79',5);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel80','Discription80',5);
INSERT INTO novel (novelNo, memberNo, title, discription, category) VALUES (novel_seq.nextval,1,'Novel81','Discription81',5);
